"","tweet","city","movie","day","Sentiment_Score"
"1","Movie Review ""A Bigger Splash"" starring Tilda Swinton https://t.co/YEbptbaJ4D","New York City","A Bigger Splash","05.09.2016",0.550714170490766
"2","#MovieReview #ABiggerSplash https://t.co/Ko8w27wKSl","New York City","A Bigger Splash","05.09.2016",0.743592620723382
"3","Movie Review #ABiggerSplash https://t.co/Ko8w27wKSl","New York City","A Bigger Splash","05.09.2016",0.809768762048957
"4","#MovieReview ""A Bigger Splash"" https://t.co/Ko8w27wKSl","New York City","A Bigger Splash","05.09.2016",0.522694589452316
"5","Movie Review ""A Bigger Splash"" https://t.co/Ko8w27wKSl","New York City","A Bigger Splash","05.09.2016",0.360305774264528
"6","Movie Review ""A Bigger Splash"" https://t.co/Ye0EN9uFxP","New York City","A Bigger Splash","05.09.2016",0.512085655282696
"7","Movie Review ""A Bigger Splash"" https://t.co/YEbptbaJ4D","New York City","A Bigger Splash","05.09.2016",0.50774311393174
"8","RT @NewYorker: A rock star’s seaside hiatus is interrupted in Luca Guadagnino’s movie “A Bigger Splash”: https://t.co/AE2vf1L8FN https://t.…","New York City","A Bigger Splash","05.09.2016",0.498796760178635
"9","Film Review - ""A Bigger Splash"" co-starring #RalphFiennes https://t.co/Ko8w27wKSl","New York City","A Bigger Splash","05.09.2016",0.107360822263188
"10","Film Review - ""A Bigger Splash"" co-starring Ralph Fiennes https://t.co/Ko8w27f9tL","New York City","A Bigger Splash","05.09.2016",0.0631408761418371
"11","Searchlight’s ‘#ABiggerSplash’ Makes Waves, SPC’s ‘#DarkHorse’ Trails: Spe... https://t.co/qrQOc0Umiq #Movies #Movie https://t.co/K94QTHntkl","Los Angeles","A Bigger Splash","05.09.2016",0.544674020456072
"12","RT @tdohair: Mr. Movie: ‘A Hologram for the King’ a terrific movie https://t.co/qvrYWpfj8k","Los Angeles","A Hologram for the King","05.09.2016",0.9660416523062
"13","Mr. Movie: ‘A Hologram for the King’ a terrific movie https://t.co/qvrYWpfj8k","Los Angeles","A Hologram for the King","05.09.2016",0.957491994150735
"14","RT @sternshow: Rob Reiner &amp; son Nick on why #BeingCharlie is one of Rob’s most personal films. #RobReiner

https://t.co/dduPXw47uv https://…","New York City","Being Charlie","05.09.2016",0.619178446805951
"15","RT @ClintSmithIII: Captain America: Civil War might have been the best Marvel movie I've ever seen. Also, this Black Panther movie is about…","Boston","Captain America: Civil War","05.09.2016",0.725725631591042
"16","RT @sinisterjhk: You know, for a movie called ""Captain America: Civil War"" I don't think they were very ""civil"" at all. Why, there was even…","Boston","Captain America: Civil War","05.09.2016",0.0392010534447953
"17","You know, for a movie called ""Captain America: Civil War"" I don't think they were very ""civil"" at all. Why, there was even fighting!","Boston","Captain America: Civil War","05.09.2016",0.0580837932469349
"18","And there's a new trailer for the movie before Captain America: Civil War that was incredible.  https://t.co/ajFSrNqTMj","Boston","Captain America: Civil War","05.09.2016",0.952290101239604
"19","NERD FACT: in the latest movie, Captain America uses a smartphone from a company (Vivo) that does not sell in USA https://t.co/zPPn0oiR0q","Boston","Captain America: Civil War","05.09.2016",0.393543785110689
"20","Someone wrote under RDJ's post ""the movie (Captain America: Civil War) wasn't as good as Batman v Superman"". Ahahahaha! Don't make me laugh!","Boston","Captain America: Civil War","05.09.2016",0.566404567661997
"21","Movie Review: Captain America: Civil War - The Suffolk Voice https://t.co/o8SM3AHkH4","Boston","Captain America: Civil War","05.09.2016",0.847561823155886
"22","RT @csmonitor: 'Captain America: Civil War' kicks off a summer movie season in which few non-sequels, non-reboots dare to compete https://t…","Boston","Captain America: Civil War","05.09.2016",0.521111773389178
"23","'Captain America: Civil War' kicks off a summer movie season in which few non-sequels, non-reboots dare to compete https://t.co/jAPeZtJ9Gy","Boston","Captain America: Civil War","05.09.2016",0.41315858757156
"24","RT @BackoftheHead: Movie Review: #CaptainAmericaCivilWar https://t.co/9xwbha0gbe The best Avengers movie of all. #TeamCap  #TeamIronMan htt…","Boston","Captain America: Civil War","05.09.2016",0.98855317162512
"25","Movie Review: #CaptainAmericaCivilWar https://t.co/9xwbha0gbe The best Avengers movie of all. #TeamCap  #TeamIronMan https://t.co/4bEQu4VlxI","Boston","Captain America: Civil War","05.09.2016",0.990650211534514
"26","Read this fancy lil movie review I wrote. https://t.co/xxSBCXmaHX","New York City","Captain America: Civil War","05.09.2016",0.792434199254525
"27","I liked a @YouTube video https://t.co/A6ylV8w1Zc Why CAPTAIN AMERICA: CIVIL WAR sucks SPOILER edition (movie review)","New York City","Captain America: Civil War","05.09.2016",0.65078375480922
